ID_manihot	ID_Arabidopsis  	KEGG/ec
Manes.16G060500	AT5G44800.1	3.6.4.12
Manes.08G029900	AT2G47140.1	1.1.1.331
Manes.14G061200	AT1G15530.1	2.7.11.1
Manes.15G089100	AT3G15220.1	2.7.11.1
Manes.02G151400	AT1G22360.1	2.4.1.324
Manes.05G140600	AT2G38010.1	3.5.1.23
Manes.15G016500	AT5G18660.1	1.3.1.75
Manes.01G198900	AT1G23870.1	2.4.1.15,3.1.3.12
Manes.01G023900	AT5G08170.1	3.5.3.12
Manes.10G077200	AT1G47128.1	3.4.22.14
Manes.09G039500	AT3G58580.1	3.1.13.4
Manes.17G053100	AT4G18480.1	6.6.1.1
Manes.03G187800	AT3G06270.1	3.1.3.16
Manes.01G201400	AT1G06790.1	2.7.7.6
Manes.06G076800	AT3G57030.1	4.3.3.2
Manes.04G093100	AT5G13960.1	2.1.1.43
Manes.17G107100	AT1G13440.1	1.2.1.12
Manes.17G013000	AT4G17830.1	3.5.1.16
Manes.15G182200	AT4G17770.1	2.4.1.15,3.1.3.12
Manes.16G102100	AT4G29720.1	1.5.3.17
Manes.05G172200	AT1G47380.1	3.1.3.16
Manes.03G037800	AT5G13640.1	2.3.1.20,2.3.1.158
Manes.01G136800	AT2G18260.1	2.7.7.3
Manes.12G038500	AT1G04120.1	3.6.3.44
Manes.13G110300	AT2G22900.1	2.4.2.39
Manes.08G114600	AT5G27930.2	3.1.3.16
Manes.12G032900	AT2G31140.1	3.4.21.89
Manes.01G264600	AT2G45510.1	1.14.13.109
Manes.12G028300	AT1G10600.1	3.4.25.1
Manes.15G141500	AT2G02090.1	3.6.4.12
Manes.11G076300	AT5G13440.1	1.10.2.2
Manes.03G086500	AT4G26330.1	3.4.14.10
Manes.02G178700	AT1G43670.1	3.1.3.11
Manes.05G020900	AT2G46580.1	1.4.3.5
Manes.15G064900	AT5G55390.2	2.1.1.43
Manes.14G059200	AT1G13080.1	1.14.13.121
Manes.13G118500	AT4G37250.1	2.7.11.1
Manes.04G040500	AT2G43360.1	2.8.1.6
Manes.15G123600	AT5G46180.1	2.6.1.13
Manes.14G060100	AT4G20360.1	3.6.5.3
Manes.17G072300	AT5G46180.1	2.6.1.13
Manes.06G132400	AT5G61540.1	3.5.1.26
Manes.03G063300	AT2G37130.1	1.11.1.7
Manes.09G158200	AT1G54570.1	2.3.1.20,2.3.1.22
Manes.13G122600	AT4G34050.1	2.1.1.104
Manes.11G153700	AT2G27920.1	3.4.16.5
Manes.06G036700	AT4G30960.1	2.7.11.1
Manes.05G060700	AT2G44530.1	2.7.6.1
Manes.11G058200	AT1G48900.1	3.6.5.4
Manes.04G078800	AT4G38800.1	3.2.2.16
Manes.04G125700	AT1G11300.1	2.7.11.1
Manes.09G143000	AT5G56350.1	2.7.1.40
Manes.09G157100	AT4G14880.2	2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47
Manes.01G171400	AT5G59480.1	3.1.3.74
Manes.11G154400	AT5G22860.1	3.4.16.2
Manes.10G095900	AT2G14170.1	1.2.1.27
Manes.07G141600	AT3G10850.1	3.1.2.6
Manes.14G031700	AT2G28100.1	3.2.1.51
Manes.17G100600	AT4G34480.1	3.2.1.39
Manes.03G211600	AT3G06483.1	2.7.11.2
Manes.16G000600	AT1G03475.1	1.3.3.3
Manes.09G024100	AT3G07970.1	3.2.1.15
Manes.04G093300	AT5G13430.1	1.10.2.2
Manes.03G150200	AT2G33150.1	2.3.1.16
Manes.07G070200	AT4G35220.1	3.5.1.9
Manes.01G043500	AT5G24530.1	1.14.11.9
Manes.03G040700	AT3G45310.1	3.4.22.16
Manes.05G011300	AT3G62260.2	3.1.3.16
Manes.10G052600	AT5G58330.1	1.1.1.82
Manes.18G033200	AT2G26560.1	3.1.1.26
Manes.11G144700	AT5G60600.1	1.17.7.1
Manes.03G117700	AT3G20630.1	3.4.19.12
Manes.05G006300	AT1G02305.1	3.4.22.1
Manes.01G038600	AT5G24400.1	3.1.1.31
Manes.S029900	AT4G38690.1	3.1.4.11,4.6.1.13
Manes.13G091100	AT2G22240.1	5.5.1.4
Manes.08G015700	AT3G53110.1	3.6.4.13
Manes.14G118100	AT5G20410.1	2.4.1.46
Manes.09G175600	AT2G47470.1	5.3.4.1
Manes.13G149900	AT2G20860.1	2.8.1.8
Manes.18G018400	AT4G39090.1	3.4.22.41
Manes.03G193100	AT3G21420.1	1.14.11.32
Manes.14G153800	AT4G25840.1	3.1.3.21
Manes.01G011500	AT5G38410.2	4.1.1.39
Manes.05G169200	AT1G06870.1	3.4.21.89
Manes.S080400	AT4G03280.1	1.10.9.1
Manes.08G032100	AT3G52500.1	3.4.23.12
Manes.13G066200	AT2G05790.1	3.2.1.39
Manes.15G033600	AT3G22890.1	2.7.7.4
Manes.14G016000	AT4G03280.1	1.10.9.1
Manes.06G061700	AT2G01290.1	5.3.1.6
Manes.15G058400	AT5G47750.1	2.7.11.1
Manes.16G095100	AT3G45310.1	3.4.22.16
Manes.03G063400	AT2G37130.1	1.11.1.7
Manes.13G061200	AT5G48230.2	2.3.1.9
Manes.01G194500	AT1G59900.1	1.2.4.1
Manes.06G058300	AT5G63890.1	1.1.1.23
Manes.02G158400	AT1G77810.2	2.4.1.134
Manes.01G097900	AT5G15490.1	1.1.1.22
Manes.06G098600	AT5G13050.1	6.3.3.2
Manes.S022600	AT3G53620.1	3.6.1.1
Manes.06G151000	AT5G23940.1	2.3.1.99
Manes.11G144400	AT3G09770.1	6.3.2.19
Manes.15G163900	AT4G34480.1	3.2.1.39
Manes.09G105200	AT5G01410.1	4.3.3.6
Manes.02G119300	AT2G29960.1	5.2.1.8
Manes.09G179800	AT1G56700.2	3.4.19.3
Manes.13G107700	AT3G49680.1	2.6.1.88,2.6.1.42
Manes.10G045200	AT1G48850.1	4.2.3.5
Manes.04G085600	AT4G39090.1	3.4.22.41
Manes.03G041500	AT2G05840.1	3.4.25.1
Manes.14G112600	AT4G30960.1	2.7.11.1
Manes.02G147600	AT4G24380.1	1.5.1.3
Manes.02G210900	AT5G27470.1	6.1.1.11
Manes.S110800	AT3G29320.1	2.4.1.1
Manes.11G012800	AT3G14290.1	3.4.25.1
Manes.12G076800	AT4G03210.1	2.4.1.207
Manes.09G070300	AT1G12050.1	3.7.1.2
Manes.06G100200	AT1G74920.1	1.2.1.8
Manes.18G003300	AT1G42970.1	1.2.1.12,1.2.1.13
Manes.04G094200	AT5G13930.1	2.3.1.74
Manes.15G091900	AT1G53240.1	1.1.1.37
Manes.15G156500	AT5G40760.1	1.1.1.49
Manes.18G022300	AT5G42800.1	1.1.1.219
Manes.12G156600	AT5G63980.1	3.1.3.57,3.1.3.7
Manes.03G103200	AT1G53240.1	1.1.1.37
Manes.06G172600	AT1G56070.1	3.6.5.3
Manes.17G026300	AT1G11840.6	4.4.1.5
Manes.11G075100	AT5G13930.1	2.3.1.74
Manes.14G054600	AT3G04120.1	1.2.1.12
Manes.03G071100	AT1G30910.1	2.8.1.9
Manes.16G016400	AT1G61720.1	1.3.1.77
Manes.03G150000	AT5G13930.1	2.3.1.74
Manes.07G075700	AT4G34050.1	2.1.1.104
Manes.05G056000	AT4G09320.1	2.7.4.6
Manes.04G026800	AT1G07890.5	1.11.1.11
